time,id,runoff_mean,flag,area,country,geo_x,geo_y,geo_z,owneroforiginaldata,river_name,station_name,timezone
6/1/1979,4382200,40,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
6/1/1979,4382300,4,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
6/1/1979,4382700,280,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
7/1/1979,4382100,97,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
7/1/1979,4382200,21,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
7/1/1979,4382300,12,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
7/1/1979,4382700,216,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
8/1/1979,4382100,71,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
8/1/1979,4382200,43,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
8/1/1979,4382300,16,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
8/1/1979,4382700,130,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
9/1/1979,4382100,286,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
9/1/1979,4382200,116,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
9/1/1979,4382300,60,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
9/1/1979,4382700,308,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
10/1/1979,4382100,106,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
10/1/1979,4382200,66,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
10/1/1979,4382300,,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
10/1/1979,4382700,127,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
11/1/1979,4382100,194,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
11/1/1979,4382200,60,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
11/1/1979,4382300,,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
11/1/1979,4382700,228,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
12/1/1979,4382100,67,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
12/1/1979,4382200,66,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
12/1/1979,4382300,6,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
12/1/1979,4382700,69,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
1/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
1/1/1980,4382200,62,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
1/1/1980,4382300,5,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
1/1/1980,4382700,99,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
2/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
2/1/1980,4382200,52,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
2/1/1980,4382300,4,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
2/1/1980,4382700,57,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
3/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
3/1/1980,4382200,9,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
3/1/1980,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
3/1/1980,4382700,43,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
4/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
4/1/1980,4382200,13,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
4/1/1980,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
4/1/1980,4382700,54,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
5/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
5/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
5/1/1980,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
5/1/1980,4382700,155,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
6/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
6/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
6/1/1980,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
6/1/1980,4382700,88,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
7/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
7/1/1980,4382200,47,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
7/1/1980,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
7/1/1980,4382700,61,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
8/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
8/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
8/1/1980,4382300,4,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
8/1/1980,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
9/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
9/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
9/1/1980,4382300,5,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
9/1/1980,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
10/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
10/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
10/1/1980,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
10/1/1980,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
11/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
11/1/1980,4382200,,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
11/1/1980,4382300,,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
11/1/1980,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
12/1/1980,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
12/1/1980,4382200,24,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
12/1/1980,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
12/1/1980,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
1/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
1/1/1981,4382200,25,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
1/1/1981,4382300,,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
1/1/1981,4382700,55,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
2/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
2/1/1981,4382200,23,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
2/1/1981,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
2/1/1981,4382700,126,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
3/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
3/1/1981,4382200,22,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
3/1/1981,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
3/1/1981,4382700,81,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
4/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
4/1/1981,4382200,13,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
4/1/1981,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
4/1/1981,4382700,158,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
5/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
5/1/1981,4382200,30,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
5/1/1981,4382300,0,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
5/1/1981,4382700,377,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
6/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
6/1/1981,4382200,66,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
6/1/1981,4382300,9,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
6/1/1981,4382700,,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
7/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
7/1/1981,4382200,79,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
7/1/1981,4382300,5,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
7/1/1981,4382700,97,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
8/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
8/1/1981,4382200,28,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
8/1/1981,4382300,,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
8/1/1981,4382700,222,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
9/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
9/1/1981,4382200,24,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
9/1/1981,4382300,0,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
9/1/1981,4382700,94,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
10/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
10/1/1981,4382200,22,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
10/1/1981,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
10/1/1981,4382700,139,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
11/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
11/1/1981,4382200,27,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
11/1/1981,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
11/1/1981,4382700,248,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
12/1/1981,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
12/1/1981,4382200,25,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
12/1/1981,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
12/1/1981,4382700,85,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
1/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
1/1/1982,4382200,25,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
1/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
1/1/1982,4382700,118,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
2/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
2/1/1982,4382200,27,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
2/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
2/1/1982,4382700,212,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
3/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
3/1/1982,4382200,38,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
3/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
3/1/1982,4382700,58,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
4/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
4/1/1982,4382200,31,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
4/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
4/1/1982,4382700,33,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
5/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
5/1/1982,4382200,30,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
5/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
5/1/1982,4382700,196,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
6/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
6/1/1982,4382200,32,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
6/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
6/1/1982,4382700,96,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
7/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
7/1/1982,4382200,23,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
7/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
7/1/1982,4382700,58,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
8/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
8/1/1982,4382200,21,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
8/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
8/1/1982,4382700,55,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
9/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
9/1/1982,4382200,23,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
9/1/1982,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
9/1/1982,4382700,59,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
10/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
10/1/1982,4382200,24,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
10/1/1982,4382300,3,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
10/1/1982,4382700,35,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
11/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
11/1/1982,4382200,25,,1709,DO,-71.07,18.68,300,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL SUR,EL PUENTE,4
11/1/1982,4382300,2,,116,DO,-71.2,18.02,422,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO NIZAITO,VILLA NIZAO,4
11/1/1982,4382700,66,,5115,DO,-69.82,19.15,8,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YUNA,ELLIMON,4
12/1/1982,4382100,,,6718,DO,-71.55,19.77,11,Initial dataset collected in the framework of the First GARP Global Experiment (FGGE),RIO YAQUE DEL NORTE,PALO VERDE,4
