Fecha,Precipitacion,Temperatura,Caudal_Real,Inercia_3meses,Mes,Caudal_IA
1955-12-01,28.97,22.366666666666664,,46.887777777777785,12,45.68
1956-01-01,26.209999999999997,20.706666666666667,,32.87,1,48.89416666666668
1956-02-01,49.416666666666664,21.473333333333333,,34.86555555555555,2,58.477499999999985
1956-03-01,84.56666666666668,22.620000000000005,,53.397777777777776,3,62.39083333333332
1956-04-01,30.733333333333334,23.560000000000002,,54.905555555555544,4,37.88500000000001
1956-05-01,55.23333333333333,24.103333333333335,,56.84444444444444,5,58.2575
1956-06-01,64.27,24.406666666666666,,50.078888888888876,6,47.00666666666666
1956-07-01,36.36,25.080000000000002,,51.95444444444443,7,30.615833333333345
1956-08-01,33.07,25.433333333333334,,44.56666666666666,8,25.674166666666668
1956-09-01,31.790000000000003,25.323333333333334,,33.73999999999999,9,20.02916666666666
1956-10-01,95.16000000000001,24.44,,53.339999999999996,10,55.46666666666664
1956-11-01,42.59666666666667,23.153333333333336,,56.51555555555555,11,41.5666666666667
1956-12-01,22.576666666666668,22.33666666666667,,53.444444444444436,12,46.4125
1957-01-01,17.276666666666667,22.036666666666665,,27.483333333333324,1,34.60916666666667
1957-02-01,21.586666666666662,22.023333333333337,,20.47999999999999,2,33.10333333333333
1957-03-01,40.03,22.666666666666668,,26.297777777777767,3,31.037499999999994
1957-04-01,24.96666666666667,23.650000000000002,,28.8611111111111,4,20.75833333333334
1957-05-01,40.53666666666667,24.689999999999998,,35.17777777777777,5,18.909166666666657
1957-06-01,57.53333333333333,24.986666666666665,,41.01222222222221,6,28.03
1957-07-01,30.52666666666667,25.986666666666665,,42.865555555555545,7,27.091666666666665
1957-08-01,44.47333333333333,26.11,,44.17777777777777,8,29.58666666666668
1957-09-01,58.326666666666675,25.599999999999998,,44.44222222222222,9,28.912500000000005
1957-10-01,44.19,24.723333333333333,,48.99666666666666,10,31.2425
1957-11-01,24.52,24.26,,42.34555555555555,11,26.4
1957-12-01,40.09,23.113333333333333,,36.26666666666666,12,22.31416666666667
1958-01-01,41.99666666666666,22.436666666666667,,35.53555555555554,1,49.52333333333332
1958-02-01,36.86333333333333,21.853333333333335,,39.649999999999984,2,54.028333333333336
1958-03-01,25.373333333333335,24.189999999999998,,34.74444444444443,3,19.685833333333324
1958-04-01,32.946666666666665,25.26,,31.72777777777777,4,16.945833333333326
1958-05-01,109.11666666666667,24.913333333333338,,55.812222222222225,5,96.60833333333333
1958-06-01,92.51666666666667,25.25,,78.19333333333333,6,62.147499999999994
1958-07-01,41.03,25.673333333333336,,80.88777777777777,7,41.432499999999976
1958-08-01,39.99666666666666,26.19333333333333,,57.84777777777777,8,41.74583333333334
1958-09-01,41.69,26.01,,40.905555555555544,9,26.288333333333334
1958-10-01,43.696666666666665,25.133333333333336,,41.79444444444444,10,23.019166666666663
1958-11-01,35.18333333333334,24.330000000000002,,40.19,11,25.016666666666666
1958-12-01,13.453333333333333,23.72666666666667,,30.777777777777775,12,21.415833333333318
1959-01-01,20.516666666666666,22.776666666666667,,23.05111111111111,1,14.761666666666665
1959-02-01,12.733333333333334,23.096666666666664,,15.567777777777772,2,9.053333333333335
1959-03-01,15.21,23.939999999999998,,16.15333333333333,3,7.8725
1959-04-01,66.36,24.026666666666667,,31.434444444444438,4,25.618333333333336
1959-05-01,47.63666666666666,24.013333333333332,,43.068888888888885,5,32.044166666666655
1959-06-01,35.54,25.27,,49.84555555555554,6,33.99916666666667
1959-07-01,45.46,25.393333333333334,,42.87888888888889,7,30.03666666666668
1959-08-01,40.24,25.423333333333332,,40.413333333333334,8,24.539166666666667
1959-09-01,45.300000000000004,25.473333333333333,,43.666666666666664,9,27.637500000000003
1959-10-01,53.06666666666666,24.603333333333335,,46.20222222222222,10,34.79750000000001
1959-11-01,46.026666666666664,23.349999999999998,,48.1311111111111,11,50.34500000000002
1959-12-01,27.560000000000002,22.983333333333334,,42.217777777777776,12,26.46916666666667
1960-01-01,34.29666666666667,22.506666666666664,,35.961111111111116,1,46.31333333333334
1960-02-01,30.383333333333336,23.0,,30.74666666666667,2,22.690000000000005
1960-03-01,78.43666666666667,22.71666666666667,,47.705555555555556,3,52.54249999999998
1960-04-01,81.01333333333334,23.463333333333335,,63.27777777777778,4,59.15249999999999
1960-05-01,55.07,24.53,,71.50666666666667,5,68.095
